Run,Experiment,TimeTrack_Size,Dataset2_3_Size,Dataset,Model,Samples,Train Time (s),Memory Used (MB),Max CPU (%),Avg CPU (%),MAE,MSE,MAPE
12,Size_300_45,300,45,TimeTrack,RNN,300,1.032,7.57,18.21,11.19,0.00577133396409844,5.6955861945540244e-05,3.0682286570952964
12,Size_300_45,300,45,TimeTrack,CNN,300,0.6104,7.44,13.2,9.04,0.004883863055646309,4.419068296042465e-05,2.5629298391155233
12,Size_300_45,300,45,TimeTrack,Transformer,300,1.9001,26.82,19.08,13.13,0.010831482520348637,0.0001560739540765383,5.674538614784432
12,Size_300_45,300,45,Dataset2,LSTM,45,1.4002,37.93,13.22,8.43,0.013409560308129662,0.000562030271691985,13.138449188091
12,Size_300_45,300,45,Dataset2,GRU,45,1.21,36.39,11.62,8.26,0.02558561449209187,0.0007347502220985746,31.61344440971258
12,Size_300_45,300,45,Dataset2,RNN,45,0.6495,14.45,12.38,8.0,0.03266797994215974,0.0015595546876111359,38.78799375258805
12,Size_300_45,300,45,Dataset2,CNN,45,0.6172,7.71,10.79,8.24,0.01888129149833653,0.0004706842826778854,22.53349211823103
12,Size_300_45,300,45,Dataset2,Transformer,45,1.2367,24.46,297.45,32.29,0.035536355933365946,0.0017928927575512868,40.9134302215373
12,Size_300_45,300,45,Dataset3,LSTM,45,1.513,39.45,14.85,9.17,0.10505646007462091,0.013779419943754864,24.426987166715435
12,Size_300_45,300,45,Dataset3,GRU,45,1.5705,41.89,14.11,9.03,0.08519589480655247,0.009120525828283264,18.955635026873033
12,Size_300_45,300,45,Dataset3,RNN,45,0.6775,7.97,13.13,8.1,0.10949431875490909,0.017513584561750006,26.03606559330699
12,Size_300_45,300,45,Dataset3,CNN,45,0.7441,7.72,10.8,8.38,0.09080460633610861,0.010315840844655701,20.98743709632602
12,Size_300_45,300,45,Dataset3,Transformer,45,1.2422,22.05,12.45,9.32,0.4284394091607036,0.19066852660196654,89.38815859997308
12,Size_600_90,600,90,TimeTrack,LSTM,600,1.9047,37.69,21.49,11.64,0.007943774178231978,0.00027534565518526523,3.8406957424825485
12,Size_600_90,600,90,TimeTrack,GRU,600,2.8587,39.84,403.54,27.73,0.008773011044061696,0.00028120787679441236,4.309247973339918
12,Size_600_90,600,90,TimeTrack,RNN,600,1.9597,12.79,19.94,14.65,0.009989708773759456,0.000280707186567524,5.00062873401292
12,Size_600_90,600,90,TimeTrack,CNN,600,0.7209,7.34,13.28,9.78,0.0072772597436506865,0.00024094161323489523,3.534312719218719
12,Size_600_90,600,90,TimeTrack,Transformer,600,2.2126,27.17,23.24,15.21,0.007923907543696415,0.00029478423148463157,3.8074307988727476
12,Size_600_90,600,90,Dataset2,LSTM,90,1.5524,34.3,14.11,9.39,0.012760578019482901,0.0004120446023279288,14.447666037289869
12,Size_600_90,600,90,Dataset2,GRU,90,1.4232,44.14,304.45,29.91,0.01227085275383096,0.0004043590896725779,13.613717761018657
12,Size_600_90,600,90,Dataset2,RNN,90,0.9421,5.64,14.12,9.74,0.011559182251373328,0.00019267399519627037,14.92448727780781
12,Size_600_90,600,90,Dataset2,CNN,90,0.4372,6.99,9.89,7.38,0.01971998519654412,0.00046167676401294433,26.21683816704004
12,Size_600_90,600,90,Dataset2,Transformer,90,1.3148,23.38,14.94,10.63,0.01020712580975112,0.0004418107058510875,10.069117190911935
12,Size_600_90,600,90,Dataset3,LSTM,90,1.3093,35.37,13.28,8.8,0.08549779562361923,0.010072993256663405,36.445737934532055
12,Size_600_90,600,90,Dataset3,GRU,90,1.2747,39.3,15.77,9.04,0.07335379442282405,0.008029230071331288,29.62617741209923
12,Size_600_90,600,90,Dataset3,RNN,90,0.644,13.06,11.5,7.96,0.10464506287912911,0.019127054594910004,34.79068038706966
12,Size_600_90,600,90,Dataset3,CNN,90,0.4623,7.23,10.46,7.36,0.07603870402999434,0.008575761133928701,28.896806229689435
12,Size_600_90,600,90,Dataset3,Transformer,90,1.3026,25.68,14.94,10.23,0.18392868937224166,0.04273377828327825,61.59441562490985
12,Size_1200_180,1200,180,TimeTrack,LSTM,1200,2.8335,40.21,23.21,14.03,0.004712551347118521,3.704427518934595e-05,2.5716458669012106
12,Size_1200_180,1200,180,TimeTrack,GRU,1200,3.2632,38.06,23.2,14.57,0.004673974629604735,3.623085441337622e-05,2.5470315777751016
12,Size_1200_180,1200,180,TimeTrack,RNN,1200,1.9141,16.58,20.74,15.28,0.004798997172083628,3.871806320172568e-05,2.615656138191381
12,Size_1200_180,1200,180,TimeTrack,CNN,1200,2.2728,8.07,14.94,12.42,0.005295172668754504,4.302927175874944e-05,2.83685448972548
12,Size_1200_180,1200,180,TimeTrack,Transformer,1200,2.07,26.43,23.25,15.99,0.004923998260116999,4.085960731061499e-05,2.6986906423999995
12,Size_1200_180,1200,180,Dataset2,LSTM,180,1.2954,33.7,15.78,8.88,0.026873675551922164,0.000945990200222762,31.235442033559877
12,Size_1200_180,1200,180,Dataset2,GRU,180,1.2033,36.68,14.59,8.76,0.026289901086950285,0.0009234059598343595,29.963706928415277
12,Size_1200_180,1200,180,Dataset2,RNN,180,0.7096,13.07,14.11,9.17,0.02406676876542503,0.0010213961598476058,26.457214889887698
12,Size_1200_180,1200,180,Dataset2,CNN,180,0.4819,7.87,11.53,7.74,0.02455870675032558,0.0008436341601786124,28.305366821871115
12,Size_1200_180,1200,180,Dataset2,Transformer,180,1.4404,25.21,18.22,11.68,0.02080156215775332,0.0009821147001132708,18.782680303449535
12,Size_1200_180,1200,180,Dataset3,LSTM,180,1.4724,39.63,16.59,9.89,0.15364899669290719,0.030393448346698843,24.979386508274192
12,Size_1200_180,1200,180,Dataset3,GRU,180,1.2755,37.49,279.03,30.66,0.2935284521541288,0.0898726061419527,48.48755247749567
12,Size_1200_180,1200,180,Dataset3,RNN,180,1.3088,15.27,15.78,11.15,0.08351150606002017,0.010047061686345584,13.574905768960324
12,Size_1200_180,1200,180,Dataset3,CNN,180,0.4421,7.88,10.64,7.39,0.12000438617606385,0.025612563588120113,19.7276099220929
12,Size_1200_180,1200,180,Dataset3,Transformer,180,1.4871,26.73,17.39,11.41,0.44342003463613017,0.20047139567209685,73.68672304380748
12,Size_2400_360,2400,360,TimeTrack,LSTM,2400,2.4001,37.54,20.74,13.48,0.017880199478934433,0.000882770624645105,7.713716478253561
12,Size_2400_360,2400,360,TimeTrack,GRU,2400,3.6337,42.64,21.58,15.03,0.016852367003703576,0.0008362977188836372,7.2303309060750625
12,Size_2400_360,2400,360,TimeTrack,RNN,2400,14.1494,1351.89,281.02,19.08,0.01652837832000489,0.0008428946450335329,7.054960473471726
12,Size_2400_360,2400,360,TimeTrack,CNN,2400,2.1719,23.48,17.41,12.14,0.018799408897992097,0.0009200384646002593,8.204318231594796
12,Size_2400_360,2400,360,TimeTrack,Transformer,2400,4.0117,10.84,25.72,16.87,0.02095120528467594,0.0012975964726989627,8.728004662556678
12,Size_2400_360,2400,360,Dataset2,LSTM,360,1.8511,7.75,18.28,10.82,0.025244641089436807,0.0007327058333268805,32.58206390804578
12,Size_2400_360,2400,360,Dataset2,GRU,360,1.819,3.82,16.62,11.05,0.025806638809610233,0.0007850133528261231,33.257948499400506
12,Size_2400_360,2400,360,Dataset2,RNN,360,1.192,0.07,16.62,10.84,0.018859942130391386,0.0005159936970478545,23.971013477676664
12,Size_2400_360,2400,360,Dataset2,CNN,360,1.2767,0.07,13.28,10.36,0.01873313016196264,0.0004947191521823779,24.008853878462602
12,Size_2400_360,2400,360,Dataset2,Transformer,360,1.7901,9.45,19.94,13.19,0.02787236005138955,0.0008475362272940845,37.31612334908674
12,Size_2400_360,2400,360,Dataset3,LSTM,360,1.4156,0.95,16.62,9.59,0.10501856870633887,0.01566386716207178,19.70087253399696
12,Size_2400_360,2400,360,Dataset3,GRU,360,2.4298,4.25,17.45,12.38,0.07364012848602501,0.0077918328099331425,14.67884860048319
12,Size_2400_360,2400,360,Dataset3,RNN,360,1.3012,0.28,17.38,11.2,0.07222196163359156,0.006942534154007178,14.550747716015405
12,Size_2400_360,2400,360,Dataset3,CNN,360,1.2474,0.07,13.29,10.17,0.07818706336749391,0.008525763838833588,16.067045476211224
12,Size_2400_360,2400,360,Dataset3,Transformer,360,1.9326,9.46,19.1,13.38,0.24452754875919847,0.07306650576625119,44.04668359951106
12,Size_4800_720,4800,720,TimeTrack,LSTM,4800,13.233,10.82,24.9,17.7,0.014640008757083794,0.0009830228221129294,5.867109266172269
12,Size_4800_720,4800,720,TimeTrack,GRU,4800,9.7078,5.72,24.9,18.21,0.01603807015633993,0.000933369336378301,6.728811776532447
12,Size_4800_720,4800,720,TimeTrack,RNN,4800,8.1051,5.19,24.93,19.66,0.0152449147281544,0.0009585979029296603,6.2056272616748895
12,Size_4800_720,4800,720,TimeTrack,CNN,4800,5.5101,5.84,18.25,13.9,0.01436488761050785,0.0009331458383697411,5.783644792980531
12,Size_4800_720,4800,720,TimeTrack,Transformer,4800,3.9169,7.5,25.75,17.69,0.02595099393587194,0.005096069953653652,8.190804135778846
12,Size_4800_720,4800,720,Dataset2,LSTM,720,1.6795,6.09,20.76,11.09,0.017272542161513648,0.0006502482710096122,19.022170840088766
12,Size_4800_720,4800,720,Dataset2,GRU,720,1.6552,8.82,24.91,11.19,0.02061643222322655,0.0006290975502700473,25.58395890830693
12,Size_4800_720,4800,720,Dataset2,RNN,720,1.2081,3.09,22.43,12.54,0.01558983191046333,0.00043801189792747053,18.727713244570353
12,Size_4800_720,4800,720,Dataset2,CNN,720,1.3825,0.77,14.95,11.38,0.015068259892057392,0.0004233457247579475,17.721552164279537
12,Size_4800_720,4800,720,Dataset2,Transformer,720,1.469,12.55,19.91,12.71,0.02090158036699672,0.0006250021568103469,26.22968804186017
12,Size_4800_720,4800,720,Dataset3,LSTM,720,4.3701,16.41,21.48,14.91,0.06705547597160277,0.0065970609903058565,18.697613970117093
12,Size_4800_720,4800,720,Dataset3,GRU,720,3.0424,17.59,24.07,14.29,0.06405019133465265,0.006078192052786619,17.236343215585677
12,Size_4800_720,4800,720,Dataset3,RNN,720,2.458,9.46,20.77,15.19,0.0697260992702733,0.00741117810538162,21.19829993433657
12,Size_4800_720,4800,720,Dataset3,CNN,720,1.7679,5.46,14.83,11.55,0.06259363620341574,0.005840818641288259,16.994250028071985
12,Size_4800_720,4800,720,Dataset3,Transformer,720,2.6862,20.43,19.94,15.33,0.1345877713190635,0.02444871490825891,36.71679325977809
12,Size_9600_1440,9600,1440,TimeTrack,LSTM,9600,16.8996,18.93,24.07,17.86,0.008817122116998343,0.00032627957368505867,3.970431958132016
12,Size_9600_1440,9600,1440,TimeTrack,GRU,9600,16.5537,26.64,24.9,18.98,0.009190354535739537,0.0003219106381649583,4.205130317632133
12,Size_9600_1440,9600,1440,TimeTrack,RNN,9600,7.4814,1.82,25.75,19.61,0.009215774220472362,0.0003404024451350177,4.198469562689593
12,Size_9600_1440,9600,1440,TimeTrack,CNN,9600,5.7246,2.46,379.91,20.69,0.009102641343267943,0.00033891922311443434,4.0726340990653105
12,Size_9600_1440,9600,1440,TimeTrack,Transformer,9600,4.0534,20.02,26.53,18.79,0.01933437116615746,0.0028829085636184687,7.12445014646272
12,Size_9600_1440,9600,1440,Dataset2,LSTM,1440,1.9319,25.27,22.42,12.07,0.02275995726872887,0.000985352231745632,26.74313727328948
12,Size_9600_1440,9600,1440,Dataset2,GRU,1440,2.2429,26.63,24.08,13.67,0.021430630476332407,0.0009736384279110408,24.31527817446466
12,Size_9600_1440,9600,1440,Dataset2,RNN,1440,2.3336,12.41,21.6,16.36,0.016357731319012206,0.0007055637181891846,18.882374010462293
12,Size_9600_1440,9600,1440,Dataset2,CNN,1440,2.7548,2.09,14.94,12.66,0.013955510199809546,0.0006055956084119651,15.704414530393365
12,Size_9600_1440,9600,1440,Dataset2,Transformer,1440,1.4919,20.43,26.57,13.22,0.020397116953239567,0.0009794004830510478,22.3949074803414
12,Size_9600_1440,9600,1440,Dataset3,LSTM,1440,5.0327,21.88,23.24,15.6,0.07049767959672155,0.008508368562628932,26.72861920220944
12,Size_9600_1440,9600,1440,Dataset3,GRU,1440,6.0117,33.79,24.07,16.8,0.06561495667499147,0.007740275709279017,23.649345345113066
12,Size_9600_1440,9600,1440,Dataset3,RNN,1440,2.8525,2.69,23.27,17.24,0.0650188435145861,0.007332026221568787,24.003724381375
12,Size_9600_1440,9600,1440,Dataset3,CNN,1440,1.8178,7.47,14.94,12.31,0.07257015372639422,0.00822232949145405,29.38385996733821
12,Size_9600_1440,9600,1440,Dataset3,Transformer,1440,4.277,21.43,23.89,17.72,0.12857771883930877,0.02452698036906097,61.87796114588468
12,Size_19200_2880,19200,2880,TimeTrack,LSTM,19200,11.4931,29.87,24.07,17.45,0.006855613813965245,0.0001682943492852393,3.387284374348403
12,Size_19200_2880,19200,2880,TimeTrack,GRU,19200,15.7491,32.11,24.9,18.92,0.007644082381856931,0.00017262104457492846,3.863814160062434
12,Size_19200_2880,19200,2880,TimeTrack,RNN,19200,10.9774,9.21,24.92,20.57,0.007185863523470013,0.00017243443872444253,3.5704459255151826
12,Size_19200_2880,19200,2880,TimeTrack,CNN,19200,6.736,4.01,17.43,14.21,0.006870747107765325,0.00016301331588432176,3.3957641039541486
12,Size_19200_2880,19200,2880,TimeTrack,Transformer,19200,9.9247,22.18,26.56,20.55,0.011146815891189732,0.00027350836832970744,5.630127981531042
12,Size_19200_2880,19200,2880,Dataset2,LSTM,2880,4.2448,17.27,21.57,15.53,0.02342430852971939,0.0014694617503835474,26.515639210034532
12,Size_19200_2880,19200,2880,Dataset2,GRU,2880,7.4748,35.61,24.08,17.54,0.021509981492488388,0.0014002819654551407,24.343911679666615
12,Size_19200_2880,19200,2880,Dataset2,RNN,2880,1.449,0.46,24.92,15.43,0.01881183140594842,0.0013268247071396776,21.931157092649148
12,Size_19200_2880,19200,2880,Dataset2,CNN,2880,1.8962,7.74,16.62,12.93,0.014785182628675241,0.0010763250307220691,15.74102177066643
12,Size_19200_2880,19200,2880,Dataset2,Transformer,2880,2.3762,16.93,29.07,17.34,0.026634313219221453,0.0020267046325271793,30.695084267350065
12,Size_19200_2880,19200,2880,Dataset3,LSTM,2880,10.8344,26.86,23.24,16.99,0.06962572947818463,0.00874563036258557,23.484313715377525
12,Size_19200_2880,19200,2880,Dataset3,GRU,2880,8.644,30.7,24.08,17.73,0.06546812607159486,0.008268988498911337,20.218358677135356
12,Size_19200_2880,19200,2880,Dataset3,RNN,2880,2.9428,9.77,24.11,17.85,0.06314733798125244,0.007660206905375847,18.878774724778335
12,Size_19200_2880,19200,2880,Dataset3,CNN,2880,4.2011,5.23,15.78,13.37,0.061161619727447804,0.007180705611085144,19.1126975518967
12,Size_19200_2880,19200,2880,Dataset3,Transformer,2880,2.5289,23.23,27.4,17.7,0.12328477990230287,0.022203377194582152,44.842475342771905
12,Size_38400_5760,38400,5760,TimeTrack,LSTM,38400,86.6942,38.84,24.07,18.25,0.010612628638369934,0.0010568344743068486,4.483291876935021
12,Size_38400_5760,38400,5760,TimeTrack,GRU,38400,24.3042,35.66,24.89,18.93,0.011741411620346346,0.00112114289835338,5.121158513135146
12,Size_38400_5760,38400,5760,TimeTrack,RNN,38400,22.6748,16.36,26.49,20.66,0.011621365877919768,0.0011983541195540993,5.114012277502092
12,Size_38400_5760,38400,5760,TimeTrack,CNN,38400,22.4156,14.85,263.92,15.96,0.011030630205012203,0.0011111712118265958,4.582332413074688
12,Size_38400_5760,38400,5760,TimeTrack,Transformer,38400,20.6744,18.07,27.41,21.67,0.02409725866838486,0.0058756357274196815,8.117461547890347
12,Size_38400_5760,38400,5760,Dataset2,LSTM,5760,6.8654,13.65,22.41,16.95,0.06297536557744593,0.0057541774999477465,25.773165827186013
12,Size_38400_5760,38400,5760,Dataset2,GRU,5760,6.2114,37.67,24.06,17.77,0.05312331029664211,0.004192941627370092,21.996059218671686
12,Size_38400_5760,38400,5760,Dataset2,RNN,5760,5.0798,13.97,23.27,17.07,0.042552586896834686,0.002809628981059455,19.274557967194713
12,Size_38400_5760,38400,5760,Dataset2,CNN,5760,5.0844,9.61,16.6,13.82,0.020234348197786814,0.0010763512725912223,11.912507688973593
12,Size_38400_5760,38400,5760,Dataset2,Transformer,5760,2.7344,26.03,28.24,18.96,0.13741233408985637,0.027904587108361644,51.43088418644951
12,Size_38400_5760,38400,5760,Dataset3,LSTM,5760,9.1723,21.4,23.23,17.48,0.061772192999837154,0.007736114497536118,21.442575509423026
12,Size_38400_5760,38400,5760,Dataset3,GRU,5760,9.3996,38.52,22.42,18.0,0.059878419264928,0.007762292069903172,19.36170238923145
12,Size_38400_5760,38400,5760,Dataset3,RNN,5760,2.5937,13.02,23.94,16.11,0.06220439698078243,0.007634244577229793,21.013824982505792
12,Size_38400_5760,38400,5760,Dataset3,CNN,5760,4.2976,9.61,16.59,13.64,0.05867862725091285,0.006760928831423409,21.191544992677553
12,Size_38400_5760,38400,5760,Dataset3,Transformer,5760,2.7833,26.11,29.07,18.93,0.1244616233289746,0.02363653884024253,48.283683419497706
13,Size_300_45,300,45,TimeTrack,LSTM,300,1.5948,27.29,18.26,10.6,0.004736551044173453,3.847563666816864e-05,2.5152875967192423
13,Size_300_45,300,45,TimeTrack,GRU,300,1.5404,39.67,19.88,10.52,0.0047249681479417166,3.7869537557155906e-05,2.508669750070237
13,Size_300_45,300,45,TimeTrack,RNN,300,1.1349,5.52,19.09,11.98,0.00631996592873328,6.845220787640084e-05,3.3139611920477248
13,Size_300_45,300,45,TimeTrack,CNN,300,0.6901,6.81,13.28,9.29,0.004693521039287434,3.8719655418072794e-05,2.4829053997973887
13,Size_300_45,300,45,TimeTrack,Transformer,300,1.7691,26.78,17.44,12.89,0.010704551812814251,0.00015328843156237236,5.606864414864086
13,Size_300_45,300,45,Dataset2,LSTM,45,1.2852,36.27,16.6,8.71,0.012410204353346358,0.0005643367244079735,11.590640155374105
13,Size_300_45,300,45,Dataset2,GRU,45,1.2311,38.99,18.25,8.89,0.020333418171626236,0.000605698882353028,23.547363466414094
13,Size_300_45,300,45,Dataset2,RNN,45,0.6549,14.58,12.33,8.01,0.027993708502525368,0.0016402139407348253,31.186883279123524
13,Size_300_45,300,45,Dataset2,CNN,45,0.4446,6.64,10.67,7.39,0.018825840020059596,0.0004866352356485935,22.095106347751745
13,Size_300_45,300,45,Dataset2,Transformer,45,1.2456,24.36,13.29,9.39,0.03587330099028123,0.001816953888467726,41.35370246204499
13,Size_300_45,300,45,Dataset3,LSTM,45,1.4279,33.65,316.58,30.14,0.09579565235607146,0.01096130510024347,21.854811764273595
13,Size_300_45,300,45,Dataset3,GRU,45,1.4919,40.45,17.38,9.27,0.09426772134705133,0.01074362386444743,21.447457171433403
13,Size_300_45,300,45,Dataset3,RNN,45,0.7264,6.04,12.39,8.52,0.18411959797712502,0.04273292207521579,41.61343466523127
13,Size_300_45,300,45,Dataset3,CNN,45,0.5168,8.11,10.79,7.86,0.09851169977929795,0.011189029935893716,21.833455488617222
13,Size_300_45,300,45,Dataset3,Transformer,45,1.2583,21.55,12.46,9.44,0.4283692246914806,0.1906083919427739,89.3730174586951
13,Size_600_90,600,90,TimeTrack,LSTM,600,1.8114,40.95,19.09,11.25,0.007584622576065864,0.0002767658744009746,3.624916398152463
13,Size_600_90,600,90,TimeTrack,GRU,600,1.6236,38.14,19.89,11.62,0.00793878101368813,0.00026359156178217295,3.8595426478836146
13,Size_600_90,600,90,TimeTrack,RNN,600,1.5076,13.27,20.75,13.86,0.007245626233745949,0.00024182278669074276,3.5337565282273187
13,Size_600_90,600,90,TimeTrack,CNN,600,1.4535,6.94,14.12,11.11,0.00720600938278274,0.00025616591644535405,3.4295859149817467
13,Size_600_90,600,90,TimeTrack,Transformer,600,2.2287,27.2,22.42,15.45,0.00791431018563936,0.00029476557660662855,3.8019115579149334
13,Size_600_90,600,90,Dataset2,LSTM,90,1.262,31.41,14.12,8.95,0.013112949870274058,0.00041893461527206895,14.977441031400005
13,Size_600_90,600,90,Dataset2,GRU,90,1.2121,40.46,13.29,8.57,0.013813058676136544,0.0003974859855476522,16.30767484038134
13,Size_600_90,600,90,Dataset2,RNN,90,0.9529,17.45,14.11,9.82,0.012542382907185871,0.0003054019443641074,15.722261420201269
13,Size_600_90,600,90,Dataset2,CNN,90,0.4322,8.62,10.8,7.42,0.013845354954239277,0.0004530682335001408,15.662172970809362
13,Size_600_90,600,90,Dataset2,Transformer,90,1.2753,24.18,15.78,10.43,0.01021481803251621,0.000446581715178213,10.029149813716534
13,Size_600_90,600,90,Dataset3,LSTM,90,1.3,38.08,16.6,8.83,0.0809783553899118,0.009216842392560754,33.32920518645057
13,Size_600_90,600,90,Dataset3,GRU,90,1.248,34.86,15.7,9.11,0.06682622875996146,0.007498664271485477,25.662392138065332
13,Size_600_90,600,90,Dataset3,RNN,90,0.6681,12.76,13.18,8.24,0.08325317967993767,0.011353785146044142,35.60438879483902
13,Size_600_90,600,90,Dataset3,CNN,90,0.5159,7.62,10.79,7.84,0.0821694915739468,0.009933187080336185,32.096199936028626
13,Size_600_90,600,90,Dataset3,Transformer,90,1.3008,25.7,15.73,10.38,0.1836190432426335,0.0426199685504278,61.470311547772596
13,Size_1200_180,1200,180,TimeTrack,LSTM,1200,2.3038,39.58,21.59,13.24,0.004828853620277472,3.868100531967235e-05,2.6378095221721325
13,Size_1200_180,1200,180,TimeTrack,GRU,1200,2.6327,40.47,20.76,13.95,0.004960644357327167,3.984841569848428e-05,2.705896479381899
13,Size_1200_180,1200,180,TimeTrack,RNN,1200,2.1359,15.8,21.58,16.2,0.004715903944352555,3.62296595511886e-05,2.555354924302696
13,Size_1200_180,1200,180,TimeTrack,CNN,1200,1.3154,8.37,15.7,11.52,0.004878339342872953,3.973160641327088e-05,2.6590580754529984
13,Size_1200_180,1200,180,TimeTrack,Transformer,1200,2.0665,25.72,22.43,16.0,0.0049243994644906555,4.0866476839883075e-05,2.6989226327589524
13,Size_1200_180,1200,180,Dataset2,LSTM,180,1.2577,34.23,14.83,9.12,0.02888751686714956,0.001048080873990613,33.971194944598956
13,Size_1200_180,1200,180,Dataset2,GRU,180,1.3241,33.21,16.62,9.62,0.025336262708638677,0.0008911963001460715,29.36901396469805
13,Size_1200_180,1200,180,Dataset2,RNN,180,0.7986,13.0,14.89,9.14,0.02424319059918454,0.0009979126172250216,25.641674547861626
13,Size_1200_180,1200,180,Dataset2,CNN,180,0.4464,7.62,11.37,7.71,0.025711607069789633,0.0009230938272682894,29.15786868617061
13,Size_1200_180,1200,180,Dataset2,Transformer,180,1.4652,25.43,17.44,11.56,0.020820263991590492,0.000984332952430266,18.78743049231528
13,Size_1200_180,1200,180,Dataset3,LSTM,180,1.4403,38.75,15.78,9.88,0.13797208605086125,0.025141138902889614,22.376911287288827
13,Size_1200_180,1200,180,Dataset3,GRU,180,1.2892,39.4,17.42,9.1,0.23113228519840529,0.05696249271993993,37.97270080000273
13,Size_1200_180,1200,180,Dataset3,RNN,180,1.2479,16.22,16.61,11.45,0.08939727715226674,0.011424966249524457,14.54162016243887
13,Size_1200_180,1200,180,Dataset3,CNN,180,0.4727,7.74,11.53,7.58,0.15380239958250186,0.030657242004778457,25.078872325114514
13,Size_1200_180,1200,180,Dataset3,Transformer,180,1.4736,26.36,16.61,11.58,0.44353200196134074,0.20057070531922472,73.70560566382174
13,Size_2400_360,2400,360,TimeTrack,LSTM,2400,3.7029,35.34,21.57,15.07,0.01763248837615129,0.0008470752113287034,7.655773954013259
13,Size_2400_360,2400,360,TimeTrack,GRU,2400,3.2539,41.12,22.39,15.1,0.015945046004827133,0.0007780733167879208,6.854008425022326
13,Size_2400_360,2400,360,TimeTrack,RNN,2400,3.0383,6.66,24.05,17.89,0.016671062459031633,0.0007631066528002539,7.378462953797592
13,Size_2400_360,2400,360,TimeTrack,CNN,2400,2.355,7.41,16.51,13.07,0.017577832048038134,0.0008715870514088795,7.609539793747404
13,Size_2400_360,2400,360,TimeTrack,Transformer,2400,2.7007,26.58,25.73,18.0,0.020943526759956317,0.0012962134742044169,8.725860277957922
13,Size_2400_360,2400,360,Dataset2,LSTM,360,1.7453,29.88,15.78,11.16,0.02447895854540975,0.0007086404847787024,31.207150739879232
13,Size_2400_360,2400,360,Dataset2,GRU,360,2.2897,28.69,17.42,12.45,0.022885720536535946,0.0007056103688232009,28.136882757813098
13,Size_2400_360,2400,360,Dataset2,RNN,360,0.8133,7.74,17.44,10.37,0.02170139966999545,0.0006665693802692099,27.970602715764354
13,Size_2400_360,2400,360,Dataset2,CNN,360,1.1229,7.59,12.46,10.33,0.018326527817619998,0.0005063650234917536,22.824065370088366
13,Size_2400_360,2400,360,Dataset2,Transformer,360,1.6982,23.84,19.92,13.24,0.027952222824807978,0.0008517940550408785,37.451365913506606
13,Size_2400_360,2400,360,Dataset3,LSTM,360,2.2823,33.52,16.61,12.24,0.07538224150237417,0.00810037466136345,15.763354884856785
13,Size_2400_360,2400,360,Dataset3,GRU,360,2.2964,29.75,19.1,12.42,0.07283265882853578,0.007618864310355795,14.596909825236356
13,Size_2400_360,2400,360,Dataset3,RNN,360,1.4472,16.5,16.61,12.04,0.07059989364844461,0.007351380014459565,13.721400008778698
13,Size_2400_360,2400,360,Dataset3,CNN,360,1.1199,7.09,14.11,10.34,0.07661240299226267,0.008660333659533205,14.899412406874147
13,Size_2400_360,2400,360,Dataset3,Transformer,360,1.7117,21.5,19.92,13.4,0.2450396888970071,0.07332430798379704,44.148944811317754
13,Size_4800_720,4800,720,TimeTrack,LSTM,4800,15.1635,40.75,21.57,17.42,0.017434852361624044,0.00094862362077726,7.542059596516619
13,Size_4800_720,4800,720,TimeTrack,GRU,4800,9.7653,41.1,22.4,17.03,0.016159330334452784,0.000979576998244549,6.673188982519987
13,Size_4800_720,4800,720,TimeTrack,RNN,4800,1.7976,12.22,24.07,16.29,0.016323972714197686,0.000970810389880009,6.862701426022621
13,Size_4800_720,4800,720,TimeTrack,CNN,4800,5.8724,7.77,16.6,14.03,0.01514261711644076,0.0009276578971960224,6.2632909304655895
13,Size_4800_720,4800,720,TimeTrack,Transformer,4800,3.4441,26.09,29.89,19.59,0.025893552946869992,0.005099386293055312,8.156018721582797
13,Size_4800_720,4800,720,Dataset2,LSTM,720,1.4994,23.36,20.73,10.62,0.023494836749694877,0.0006887646431674146,30.822259063884772
13,Size_4800_720,4800,720,Dataset2,GRU,720,1.5082,37.96,19.12,10.59,0.021592309945198607,0.0006429127360596573,27.40449404821632
13,Size_4800_720,4800,720,Dataset2,RNN,720,1.0795,18.48,21.58,12.19,0.014862434916215401,0.00047082907830790316,16.981465390205702
13,Size_4800_720,4800,720,Dataset2,CNN,720,0.8693,8.1,14.86,10.57,0.016745649076159642,0.0004601292244354924,20.40848012547168
13,Size_4800_720,4800,720,Dataset2,Transformer,720,1.1733,24.52,22.42,12.28,0.02075481880682061,0.0006228370886497939,25.953663200486687
13,Size_4800_720,4800,720,Dataset3,LSTM,720,2.9957,37.46,20.68,13.34,0.07366871337487786,0.007791866420266568,21.127546597003867
13,Size_4800_720,4800,720,Dataset3,GRU,720,3.4813,39.69,21.58,13.54,0.062394898761175474,0.005760935113463171,17.144715462348287
13,Size_4800_720,4800,720,Dataset3,RNN,720,1.4554,12.48,19.93,13.73,0.06035446281148509,0.0054385499211140635,16.438422870654414
13,Size_4800_720,4800,720,Dataset3,CNN,720,1.6705,8.07,14.93,11.6,0.06278971004460465,0.005796812885718864,16.92459938703942
13,Size_4800_720,4800,720,Dataset3,Transformer,720,2.5949,25.68,21.58,16.05,0.13454004227013308,0.024426970636462847,36.72768626281097
13,Size_9600_1440,9600,1440,TimeTrack,LSTM,9600,15.6736,40.64,24.85,17.64,0.009463775248925351,0.0003635472050083488,4.181081429791308
