Run,Experiment,TimeTrack_Size,Dataset2_3_Size,Dataset,Model,Samples,Train Time (s),Memory Used (MB),Max CPU (%),Avg CPU (%),MAE,MSE,MAPE
4,Size_4800_720,4800,720,Dataset3,GRU,720,2.9197,39.12,21.57,13.74,0.06669026405832217,0.006510619722598932,18.815616396387043
4,Size_4800_720,4800,720,Dataset3,RNN,720,1.4313,15.77,19.11,13.69,0.0608696863733867,0.005524269936600924,16.643056320435853
4,Size_4800_720,4800,720,Dataset3,CNN,720,1.6609,7.68,14.96,11.65,0.06391648686426478,0.005919802116832414,18.804546899531942
4,Size_4800_720,4800,720,Dataset3,Transformer,720,2.4099,25.81,22.43,16.02,0.13480667876368455,0.02454706307597802,36.669872382461804
4,Size_9600_1440,9600,1440,TimeTrack,LSTM,9600,11.1507,38.48,22.42,17.31,0.009139356993341098,0.00036531783945339166,4.024789135602893
4,Size_9600_1440,9600,1440,TimeTrack,GRU,9600,7.0607,40.82,27.3,17.59,0.010173043149378917,0.0003479106542746603,4.763939972601546
4,Size_9600_1440,9600,1440,TimeTrack,RNN,9600,4.8223,10.55,24.08,19.3,0.010272225700583254,0.00035228145186055285,4.852305748814042
4,Size_9600_1440,9600,1440,TimeTrack,CNN,9600,5.5133,9.12,17.42,14.14,0.008826004930907433,0.0003186934376071851,4.010278360255426
4,Size_9600_1440,9600,1440,TimeTrack,Transformer,9600,3.497,23.53,28.22,19.39,0.018675463806685274,0.002899459954021143,6.7375123096013985
4,Size_9600_1440,9600,1440,Dataset2,LSTM,1440,3.3902,30.04,21.6,14.26,0.02159257553471332,0.00098733205107392,24.36535464738805
4,Size_9600_1440,9600,1440,Dataset2,GRU,1440,2.4918,36.46,19.93,13.58,0.021884298864777347,0.0009683333199765162,25.00003112128119
4,Size_9600_1440,9600,1440,Dataset2,RNN,1440,1.652,13.39,23.24,15.38,0.01600112839512891,0.000679281851615123,18.190396494921224
4,Size_9600_1440,9600,1440,Dataset2,CNN,1440,1.3193,7.33,418.49,41.95,0.014282774050931535,0.0006666130818991394,15.707648146583974
4,Size_9600_1440,9600,1440,Dataset2,Transformer,1440,1.3107,25.43,24.08,13.24,0.02041361993715979,0.0009792141392067416,22.426736686666736
4,Size_9600_1440,9600,1440,Dataset3,LSTM,1440,6.512,40.16,22.38,15.85,0.06750032827516898,0.00790039847659098,25.038820878119182
4,Size_9600_1440,9600,1440,Dataset3,GRU,1440,8.6962,448.46,24.92,15.49,0.06766222991235503,0.008075186012779846,24.804509838168098
4,Size_9600_1440,9600,1440,Dataset3,RNN,1440,2.2787,1.09,22.39,15.45,0.0638556459398955,0.0074437862323607175,22.108094324554752
4,Size_9600_1440,9600,1440,Dataset3,CNN,1440,2.6682,0.37,16.4,12.61,0.06638264361341537,0.007462999239058839,25.735024959900944
4,Size_9600_1440,9600,1440,Dataset3,Transformer,1440,4.4339,8.52,23.26,17.47,0.12848974259202814,0.024486417111248476,61.82057515695316
4,Size_19200_2880,19200,2880,TimeTrack,LSTM,19200,17.3504,11.55,289.92,19.76,0.006796477387358562,0.0001628557309234054,3.363026457928892
4,Size_19200_2880,19200,2880,TimeTrack,GRU,19200,13.1247,8.2,24.09,18.02,0.007050664416432483,0.00016453109657018993,3.5277946379252323
4,Size_19200_2880,19200,2880,TimeTrack,RNN,19200,16.3785,9.06,24.09,20.16,0.007110649736956696,0.00017122062392138968,3.520653559383067
4,Size_19200_2880,19200,2880,TimeTrack,CNN,19200,8.1119,7.36,16.62,14.21,0.006955013399005653,0.0001632783732659792,3.469557596131195
4,Size_19200_2880,19200,2880,TimeTrack,Transformer,19200,7.1983,20.58,27.32,19.77,0.011073839365736858,0.0002725761344874054,5.589277240791928
4,Size_19200_2880,19200,2880,Dataset2,LSTM,2880,3.8218,6.98,22.41,15.13,0.023749336866632612,0.0013969152409874115,27.376212166545166
4,Size_19200_2880,19200,2880,Dataset2,GRU,2880,5.9811,29.35,23.23,16.29,0.022464655013560104,0.001410673348510155,26.135589076012984
4,Size_19200_2880,19200,2880,Dataset2,RNN,2880,2.4507,1.0,23.97,16.95,0.016129104686391494,0.0010979241456846706,17.817878484197
4,Size_19200_2880,19200,2880,Dataset2,CNN,2880,3.335,3.58,16.61,13.11,0.014167544562901837,0.00098315953092564,14.836557978719265
4,Size_19200_2880,19200,2880,Dataset2,Transformer,2880,2.2603,20.97,25.75,16.95,0.025955183025257206,0.0020241601943907853,29.390954588125272
4,Size_19200_2880,19200,2880,Dataset3,LSTM,2880,6.5818,30.27,23.27,16.7,0.068035757048912,0.008627463175612644,21.86982953107047
4,Size_19200_2880,19200,2880,Dataset3,GRU,2880,8.4226,31.08,24.04,17.27,0.06528459569504773,0.008317134952746105,19.986203173317364
4,Size_19200_2880,19200,2880,Dataset3,RNN,2880,4.1184,14.91,22.43,18.02,0.06303573442027136,0.007758651553638521,19.24662573675319
4,Size_19200_2880,19200,2880,Dataset3,CNN,2880,3.2919,3.44,17.41,13.44,0.06286613518627879,0.007526840120241197,19.424642541570563
4,Size_19200_2880,19200,2880,Dataset3,Transformer,2880,2.7118,23.05,26.55,17.73,0.12324378852123254,0.022182576267116894,44.891273943740636
4,Size_38400_5760,38400,5760,TimeTrack,LSTM,38400,55.9573,26.07,24.89,18.52,0.011114985613633097,0.0010823539906689682,4.663805470038559
4,Size_38400_5760,38400,5760,TimeTrack,GRU,38400,56.2179,40.75,28.16,19.3,0.010816494496177827,0.0011102836535708694,4.606930015936911
4,Size_38400_5760,38400,5760,TimeTrack,RNN,38400,19.5713,3.84,24.72,20.58,0.011669553183604462,0.001151274947906776,5.002643485894715
4,Size_38400_5760,38400,5760,TimeTrack,CNN,38400,32.3155,17.61,17.45,14.66,0.010360615236640088,0.001077039635636331,4.3997838208496365
4,Size_38400_5760,38400,5760,TimeTrack,Transformer,38400,25.9515,22.45,25.75,21.87,0.024992520862546563,0.005862708410133549,8.623611259195634
4,Size_38400_5760,38400,5760,Dataset2,LSTM,5760,6.8817,20.7,23.24,17.02,0.05347657590637982,0.004218084449000651,22.331357274906058
4,Size_38400_5760,38400,5760,Dataset2,GRU,5760,7.5392,27.46,24.05,17.59,0.05191518673744425,0.003939066997868332,22.139170714740743
4,Size_38400_5760,38400,5760,Dataset2,RNN,5760,2.3453,16.76,22.43,15.56,0.060163192255811085,0.005331982834302355,24.762775737543656
4,Size_38400_5760,38400,5760,Dataset2,CNN,5760,4.571,8.24,309.66,20.31,0.0312402549531432,0.00177790316513911,14.64248774746751
4,Size_38400_5760,38400,5760,Dataset2,Transformer,5760,2.7798,19.93,26.62,18.94,0.13656264373593066,0.02762636037372244,51.016743241764395
4,Size_38400_5760,38400,5760,Dataset3,LSTM,5760,10.4812,24.13,25.57,17.63,0.0615117116627754,0.007660500998334551,21.4701660028679
4,Size_38400_5760,38400,5760,Dataset3,GRU,5760,11.1203,29.19,23.22,17.99,0.059632389386553825,0.007801587380769144,18.91581033949848
4,Size_38400_5760,38400,5760,Dataset3,RNN,5760,6.9526,17.89,22.42,16.91,0.0605463211931181,0.007361448028368805,20.4942342691003
4,Size_38400_5760,38400,5760,Dataset3,CNN,5760,4.5037,7.99,16.59,13.69,0.059525369549520535,0.00704822186375934,21.734021292823545
4,Size_38400_5760,38400,5760,Dataset3,Transformer,5760,3.0294,19.66,28.22,18.72,0.12438685433568475,0.023565830792102928,48.42149332536039
5,Size_300_45,300,45,TimeTrack,LSTM,300,1.55,33.71,17.41,10.31,0.005468395667219419,4.695164977265294e-05,2.9304281318965373
5,Size_300_45,300,45,TimeTrack,GRU,300,1.756,39.71,17.44,10.9,0.005152442865199123,4.285137451062096e-05,2.756553094753951
5,Size_300_45,300,45,TimeTrack,RNN,300,0.9492,11.72,18.27,10.99,0.0058251030574663475,5.377788312910922e-05,3.09865150643293
5,Size_300_45,300,45,TimeTrack,CNN,300,0.4843,7.75,11.62,7.6,0.005027005070141534,4.601463115265095e-05,2.646094752663969
5,Size_300_45,300,45,TimeTrack,Transformer,300,2.0663,26.61,19.94,12.65,0.01073175825015535,0.0001538923566052931,5.621355344884874
5,Size_300_45,300,45,Dataset2,LSTM,45,1.3165,36.91,14.11,8.47,0.02430316201947322,0.0006798136847783918,29.822345399906165
5,Size_300_45,300,45,Dataset2,GRU,45,1.3672,37.95,14.94,8.83,0.023384362806472516,0.0006309455360969565,28.958721094741023
5,Size_300_45,300,45,Dataset2,RNN,45,0.6948,17.06,10.8,7.55,0.028982202726357882,0.0009378851326386166,39.03117520696608
5,Size_300_45,300,45,Dataset2,CNN,45,0.4621,7.73,10.8,7.44,0.019089079676235483,0.000478117066805075,22.53060893219298
5,Size_300_45,300,45,Dataset2,Transformer,45,1.2905,24.21,13.28,9.23,0.035789366474566583,0.0018109389171792444,41.24402868428452
5,Size_300_45,300,45,Dataset3,LSTM,45,1.5677,38.92,14.12,9.09,0.10470949292243412,0.013641751689506031,24.31566532955289
5,Size_300_45,300,45,Dataset3,GRU,45,1.43,38.27,14.95,9.35,0.09250506724690573,0.010380042401589485,20.97738740320681
5,Size_300_45,300,45,Dataset3,RNN,45,0.6626,12.94,11.5,7.97,0.14964302825644804,0.02721510320966347,34.753641448673704
5,Size_300_45,300,45,Dataset3,CNN,45,0.6847,7.31,10.79,8.14,0.09222720742286136,0.01038132497989743,20.972630266819987
5,Size_300_45,300,45,Dataset3,Transformer,45,1.2244,23.94,13.28,9.41,0.42838481503137965,0.1906217490294631,89.37638081730702
5,Size_600_90,600,90,TimeTrack,LSTM,600,2.5565,36.81,20.69,12.92,0.007810036415320319,0.00026423084110353736,3.7842061974308567
5,Size_600_90,600,90,TimeTrack,GRU,600,1.7486,35.66,274.05,26.67,0.007135419692459449,0.0002544636753469176,3.413980714835231
5,Size_600_90,600,90,TimeTrack,RNN,600,1.6834,16.05,19.05,13.35,0.008464326430279074,0.00029393679253948273,4.119197023048278
5,Size_600_90,600,90,TimeTrack,CNN,600,1.0402,8.11,14.12,10.83,0.007395655751678744,0.000253824951426015,3.5750895324129637
5,Size_600_90,600,90,TimeTrack,Transformer,600,2.3866,28.49,21.59,15.38,0.007948355550536492,0.0002948363881399366,3.821490338996868
5,Size_600_90,600,90,Dataset2,LSTM,90,1.2405,34.58,13.27,8.79,0.014369099749429414,0.0004184496367388341,17.03459211590014
5,Size_600_90,600,90,Dataset2,GRU,90,1.4389,42.48,15.78,9.62,0.012497788492337457,0.00040458465951507064,14.104500447712876
5,Size_600_90,600,90,Dataset2,RNN,90,0.7563,7.39,14.1,8.85,0.01717439106937993,0.0006186365346053568,20.066841561538766
5,Size_600_90,600,90,Dataset2,CNN,90,0.4507,7.22,10.8,7.45,0.015431174570221466,0.0005605240318296421,17.716534767117523
5,Size_600_90,600,90,Dataset2,Transformer,90,1.4336,26.07,14.96,10.37,0.01020712580975112,0.00044521129669809496,10.032475743316757
5,Size_600_90,600,90,Dataset3,LSTM,90,1.3381,35.28,14.09,9.13,0.08362764773972717,0.00995343707784397,34.13595755558022
5,Size_600_90,600,90,Dataset3,GRU,90,1.2902,37.02,14.92,8.98,0.0745068171618155,0.008496973262262605,29.162807584244995
5,Size_600_90,600,90,Dataset3,RNN,90,0.6437,15.06,12.33,8.08,0.11655402379414159,0.020123726000863994,52.130257169112284
5,Size_600_90,600,90,Dataset3,CNN,90,0.4848,8.22,11.38,7.38,0.07872481116451521,0.01107853431687797,27.192312711274415
5,Size_600_90,600,90,Dataset3,Transformer,90,1.3229,25.84,15.67,10.62,0.1839288383838536,0.042733833098321426,61.594475347757374
5,Size_1200_180,1200,180,TimeTrack,LSTM,1200,3.0894,38.14,26.49,15.11,0.004808018547123671,3.783281257779872e-05,2.621031760056894
5,Size_1200_180,1200,180,TimeTrack,GRU,1200,2.2204,41.41,21.6,12.93,0.004874072295878886,3.889642437527823e-05,2.6611828789368728
5,Size_1200_180,1200,180,TimeTrack,RNN,1200,2.6299,9.55,21.43,16.48,0.004764303882254695,3.715587616961324e-05,2.582645555663725
5,Size_1200_180,1200,180,TimeTrack,CNN,1200,2.1435,8.09,15.78,12.54,0.004981970343830888,3.898468675853483e-05,2.6705016421697794
5,Size_1200_180,1200,180,TimeTrack,Transformer,1200,2.0701,24.74,23.25,15.98,0.004951248602125445,4.133418949918608e-05,2.714447740376108
5,Size_1200_180,1200,180,Dataset2,LSTM,180,5.1912,478.04,14.96,8.96,0.028683251092100126,0.0010337062010474475,33.67125486834044
5,Size_1200_180,1200,180,Dataset2,GRU,180,1.4079,19.06,15.78,8.92,0.027866314432637814,0.0009890438626880326,32.33569123115744
5,Size_1200_180,1200,180,Dataset2,RNN,180,0.7346,4.64,15.78,8.78,0.025027011628953547,0.000908841329815531,28.94233474905825
5,Size_1200_180,1200,180,Dataset2,CNN,180,0.4942,3.24,10.66,7.56,0.026511415379333627,0.0009930046561960732,30.60261930297411
5,Size_1200_180,1200,180,Dataset2,Transformer,180,1.5662,13.86,16.62,11.48,0.020827651461387067,0.0009852126724632403,18.78930687925569
5,Size_1200_180,1200,180,Dataset3,LSTM,180,1.3262,0.36,16.62,9.39,0.18171500203154797,0.03918509550059357,29.68262422861696
5,Size_1200_180,1200,180,Dataset3,GRU,180,1.278,12.78,15.78,9.19,0.26548583199663456,0.07412282339910915,43.76104028911488
5,Size_1200_180,1200,180,Dataset3,RNN,180,0.8695,3.01,15.77,9.54,0.25408634247918777,0.08983931455705986,42.06566900646908
5,Size_1200_180,1200,180,Dataset3,CNN,180,0.6238,0.61,275.38,47.93,0.13480176461342958,0.028275836823754213,22.02811041498151
5,Size_1200_180,1200,180,Dataset3,Transformer,180,1.5385,15.09,16.62,11.52,0.44339897929536326,0.20045272339555995,73.68317218646384
5,Size_2400_360,2400,360,TimeTrack,LSTM,2400,2.7592,18.39,23.24,14.12,0.018822992447886332,0.0008926315974937964,8.243547594289138
5,Size_2400_360,2400,360,TimeTrack,GRU,2400,2.5428,21.68,25.72,14.43,0.01745096556933463,0.0009442137720156061,7.338680566956181
5,Size_2400_360,2400,360,TimeTrack,RNN,2400,2.2273,12.78,24.08,16.32,0.0162917219359028,0.0008094323542770357,7.05136071468654
5,Size_2400_360,2400,360,TimeTrack,CNN,2400,1.112,2.55,15.78,11.98,0.01973683286284517,0.0009112592430352876,8.845613555884768
5,Size_2400_360,2400,360,TimeTrack,Transformer,2400,2.945,21.69,27.37,17.93,0.02093007082435441,0.001293798282281765,8.722102433564602
5,Size_2400_360,2400,360,Dataset2,LSTM,360,1.278,11.08,16.62,9.7,0.027000517928597725,0.00080948885257619,35.627340472918185
5,Size_2400_360,2400,360,Dataset2,GRU,360,1.8728,21.84,19.11,12.08,0.024865645168506218,0.0007441376414601924,31.643933635113275
5,Size_2400_360,2400,360,Dataset2,RNN,360,1.5593,8.1,15.79,11.95,0.018578507943524083,0.0004812493052548879,23.902471993229096
5,Size_2400_360,2400,360,Dataset2,CNN,360,1.1972,4.11,13.29,10.4,0.018078522044280048,0.0004850169615189412,23.08328723655124
5,Size_2400_360,2400,360,Dataset2,Transformer,360,1.7947,20.65,21.52,13.66,0.027848729789968347,0.0008462831897243151,37.276106993333954
5,Size_2400_360,2400,360,Dataset3,LSTM,360,1.2913,18.7,17.44,9.92,0.09214464528454144,0.011838664507967878,17.97256218644138
5,Size_2400_360,2400,360,Dataset3,GRU,360,2.2523,24.13,17.44,12.39,0.07189182986003416,0.007441533477904174,14.631662158693759
5,Size_2400_360,2400,360,Dataset3,RNN,360,1.5833,9.16,15.78,11.95,0.07238579569312101,0.007814601419205522,14.430379175576077
5,Size_2400_360,2400,360,Dataset3,CNN,360,1.1849,4.98,12.46,10.2,0.0741833242352153,0.008165033868068541,14.637523322013674
5,Size_2400_360,2400,360,Dataset3,Transformer,360,1.7356,23.62,19.1,13.57,0.24470698598781,0.07315676800638707,44.08251259842446
5,Size_4800_720,4800,720,TimeTrack,LSTM,4800,11.3672,33.32,21.61,17.07,0.015897216615087015,0.0009494188698198695,6.717043680461818
5,Size_4800_720,4800,720,TimeTrack,GRU,4800,11.1169,42.68,23.84,17.38,0.015671966997627882,0.0009346672533498755,6.495811039353051
5,Size_4800_720,4800,720,TimeTrack,RNN,4800,4.17,18.58,24.91,18.72,0.01879561142153075,0.0010908437435713837,8.04010559054717
5,Size_4800_720,4800,720,TimeTrack,CNN,4800,5.5874,9.98,16.61,14.01,0.017174949007889958,0.0010419238812385122,7.196217157446223
5,Size_4800_720,4800,720,TimeTrack,Transformer,4800,4.2562,24.74,29.87,19.6,0.025937569825061152,0.005096836921098502,8.182683108212144
5,Size_4800_720,4800,720,Dataset2,LSTM,720,1.4307,29.63,19.85,10.46,0.01840244241511674,0.0006305930104969438,21.260177119507922
5,Size_4800_720,4800,720,Dataset2,GRU,720,2.264,37.85,317.99,27.01,0.020122426259859043,0.0006724659828725784,24.205526458827098
5,Size_4800_720,4800,720,Dataset2,RNN,720,1.1319,12.61,19.94,12.97,0.016193307615770064,0.0004119040496442162,20.190948246255573
5,Size_4800_720,4800,720,Dataset2,CNN,720,1.072,7.07,14.92,10.85,0.018661429336270928,0.0005083391516416417,23.35910449925082
5,Size_4800_720,4800,720,Dataset2,Transformer,720,1.1904,24.21,22.32,12.46,0.020791712297994744,0.0006233744117595937,26.023459647000426
5,Size_4800_720,4800,720,Dataset3,LSTM,720,3.2771,36.54,21.57,13.71,0.06807435655685921,0.006792127966034917,18.822416883153117
5,Size_4800_720,4800,720,Dataset3,GRU,720,4.2141,34.25,20.77,15.04,0.06262615453261447,0.005840915346715047,17.88678808705707
5,Size_4800_720,4800,720,Dataset3,RNN,720,2.0077,15.39,20.74,15.26,0.059249799609433496,0.0053035471379936265,15.884717584788088
5,Size_4800_720,4800,720,Dataset3,CNN,720,1.6182,7.97,14.93,11.76,0.06326158419578763,0.005856855211569525,17.369576197982685
5,Size_4800_720,4800,720,Dataset3,Transformer,720,2.4126,26.84,22.43,16.24,0.13465543350441006,0.024479741072040297,36.70135099963027
5,Size_9600_1440,9600,1440,TimeTrack,LSTM,9600,15.315,39.08,24.07,17.51,0.00950539298204709,0.0003467810461201558,4.299471001051593
5,Size_9600_1440,9600,1440,TimeTrack,GRU,9600,22.2671,37.36,24.07,18.02,0.008994172577533854,0.0003258842945715391,4.051092190784251
5,Size_9600_1440,9600,1440,TimeTrack,RNN,9600,8.2872,13.14,309.53,23.72,0.009167924579507176,0.00032870892977681607,4.1755647118831245
5,Size_9600_1440,9600,1440,TimeTrack,CNN,9600,5.0397,7.21,17.44,14.14,0.009157247910834639,0.000339104099024491,4.106169213241643
5,Size_9600_1440,9600,1440,TimeTrack,Transformer,9600,3.4405,24.91,25.75,19.19,0.019122613253610532,0.0028877030891446766,7.00059572234038
5,Size_9600_1440,9600,1440,Dataset2,LSTM,1440,1.8941,36.06,21.6,12.49,0.022561134139093844,0.000974968375583596,26.247692176759514
5,Size_9600_1440,9600,1440,Dataset2,GRU,1440,2.6775,36.3,21.57,13.97,0.022504894801057433,0.0009745014266294376,26.097707222111598
5,Size_9600_1440,9600,1440,Dataset2,RNN,1440,1.5649,15.55,20.75,14.84,0.016047990076512614,0.0007021566664603112,18.301175266981307
5,Size_9600_1440,9600,1440,Dataset2,CNN,1440,1.7905,8.73,15.78,12.56,0.014346642041286054,0.0006482540755984473,16.02994036142106
5,Size_9600_1440,9600,1440,Dataset2,Transformer,1440,1.2192,26.71,23.12,13.76,0.02089282435094728,0.0009748941938894932,23.347352318609126
5,Size_9600_1440,9600,1440,Dataset3,LSTM,1440,3.9361,36.95,22.43,14.8,0.073437666288021,0.009104104939440609,28.78476153812312
5,Size_9600_1440,9600,1440,Dataset3,GRU,1440,4.6415,42.35,20.77,15.56,0.06752123845749694,0.008054838329944292,24.763820982574334
5,Size_9600_1440,9600,1440,Dataset3,RNN,1440,1.3034,7.89,21.57,14.23,0.06923821449264012,0.00834397925963964,25.771860582835654
5,Size_9600_1440,9600,1440,Dataset3,CNN,1440,1.4564,10.24,14.95,12.05,0.06700909767964999,0.0074753008135691815,26.36472091028012
5,Size_9600_1440,9600,1440,Dataset3,Transformer,1440,3.6772,24.41,24.08,18.04,0.12811443107609258,0.024311409514706343,61.57257949984577
5,Size_19200_2880,19200,2880,TimeTrack,LSTM,19200,18.7272,33.88,22.42,17.57,0.0068469325585161665,0.00016162406384109503,3.4057998953365045
5,Size_19200_2880,19200,2880,TimeTrack,GRU,19200,17.633,36.28,24.07,17.68,0.006810891901680187,0.00016345872702748572,3.3573536529560735
5,Size_19200_2880,19200,2880,TimeTrack,RNN,19200,6.075,16.8,23.26,19.22,0.006892216807932437,0.00016437471511829844,3.4135505384131055
5,Size_19200_2880,19200,2880,TimeTrack,CNN,19200,6.4908,7.62,17.41,14.44,0.006844182227550539,0.0001629878528313137,3.390747266204631
5,Size_19200_2880,19200,2880,TimeTrack,Transformer,19200,10.7159,26.92,28.24,21.36,0.009857325763279528,0.0002606462784682766,4.904516106310166
5,Size_19200_2880,19200,2880,Dataset2,LSTM,2880,2.685,28.19,19.93,13.81,0.025351147360230832,0.0015132039850930374,30.049881252459247
5,Size_19200_2880,19200,2880,Dataset2,GRU,2880,6.4852,42.98,23.18,16.47,0.02132915694014362,0.0013595760854722607,24.250748712534502
5,Size_19200_2880,19200,2880,Dataset2,RNN,2880,2.9349,7.54,24.92,17.36,0.01716882241162533,0.0010388012728679652,20.39515654324626
5,Size_19200_2880,19200,2880,Dataset2,CNN,2880,1.7866,9.36,15.67,12.83,0.014297905393498749,0.0010598872026755203,14.89610213828326
5,Size_19200_2880,19200,2880,Dataset2,Transformer,2880,2.7052,23.68,29.08,18.04,0.025650352440510556,0.002023939110337575,28.804277481400376
5,Size_19200_2880,19200,2880,Dataset3,LSTM,2880,8.9445,32.58,21.6,16.5,0.0654316261090803,0.008210671495180214,20.19989586140271
5,Size_19200_2880,19200,2880,Dataset3,GRU,2880,8.3869,37.21,19.93,16.4,0.06529117274324485,0.008277026733961928,19.936114936080827
5,Size_19200_2880,19200,2880,Dataset3,RNN,2880,3.8148,13.06,23.23,17.73,0.06201153858933289,0.007684901265502175,18.333410592504208
5,Size_19200_2880,19200,2880,Dataset3,CNN,2880,3.0692,7.56,15.78,13.42,0.06171901709893185,0.0070520170382091995,20.470826283324474
5,Size_19200_2880,19200,2880,Dataset3,Transformer,2880,2.444,26.27,26.57,17.83,0.12331041945291399,0.022216632193758263,44.811952482438336
5,Size_38400_5760,38400,5760,TimeTrack,LSTM,38400,46.0106,44.76,23.23,17.58,0.011274897667754453,0.0010902298294532121,4.740397134457746
5,Size_38400_5760,38400,5760,TimeTrack,GRU,38400,51.4487,39.93,23.22,18.21,0.011050664381856644,0.0010979542199290528,4.705629522494037
5,Size_38400_5760,38400,5760,TimeTrack,RNN,38400,19.1299,21.61,24.9,20.64,0.011776130291530868,0.0011383378736879446,4.9927783624109265
5,Size_38400_5760,38400,5760,TimeTrack,CNN,38400,17.9599,12.24,17.43,14.57,0.010915760151743633,0.0010938589798376555,4.709275410885904
5,Size_38400_5760,38400,5760,TimeTrack,Transformer,38400,11.4821,22.88,27.41,21.57,0.022837594228220938,0.005900631866770856,7.401330602444767
5,Size_38400_5760,38400,5760,Dataset2,LSTM,5760,7.8628,23.58,21.57,17.15,0.042434382352772373,0.0026050965454487325,20.249294964042466
5,Size_38400_5760,38400,5760,Dataset2,GRU,5760,6.1352,37.5,498.88,25.39,0.060893464050227795,0.005342439006310824,25.294436139600474
5,Size_38400_5760,38400,5760,Dataset2,RNN,5760,5.6376,13.79,21.59,16.45,0.042434316141809925,0.0028045222450545954,19.350094093253954
5,Size_38400_5760,38400,5760,Dataset2,CNN,5760,5.0283,8.47,17.41,13.75,0.03154079033489756,0.001779973394273485,14.937598428742232
5,Size_38400_5760,38400,5760,Dataset2,Transformer,5760,2.2184,26.25,29.9,18.41,0.1371586697059429,0.02782194218413098,51.30574356527667
5,Size_38400_5760,38400,5760,Dataset3,LSTM,5760,14.3608,620.32,21.58,16.62,0.06176284912705477,0.007715499158227294,21.5415475639253
5,Size_38400_5760,38400,5760,Dataset3,GRU,5760,8.8987,11.88,22.43,18.12,0.06061286316510455,0.007783064069573239,19.97046859713679
5,Size_38400_5760,38400,5760,Dataset3,RNN,5760,4.8413,5.06,19.93,16.47,0.061504053809984624,0.007284491895145944,21.14952090196906
5,Size_38400_5760,38400,5760,Dataset3,CNN,5760,2.9765,1.74,16.61,13.34,0.061730601058912066,0.007276399964402318,23.104182926802586
5,Size_38400_5760,38400,5760,Dataset3,Transformer,5760,2.8956,10.36,26.58,18.62,0.12439289622529007,0.02357150212872248,48.41025042024088
6,Size_300_45,300,45,TimeTrack,LSTM,300,1.9828,3.66,17.44,11.18,0.005437249358673283,4.696147561791605e-05,2.9087266186745326
6,Size_300_45,300,45,TimeTrack,GRU,300,1.7672,13.17,18.25,11.32,0.005645946018491137,4.878423466638261e-05,3.029293443831559
6,Size_300_45,300,45,TimeTrack,RNN,300,1.2516,5.47,19.93,11.97,0.005527865287996588,4.8117151815186894e-05,2.9109628102705
6,Size_300_45,300,45,TimeTrack,CNN,300,0.583,0.28,13.29,8.44,0.004999982542706962,4.298751245859972e-05,2.656070422103388
6,Size_300_45,300,45,TimeTrack,Transformer,300,1.8601,13.74,19.94,12.59,0.010632600785240042,0.00015169892497208097,5.568541230816512
6,Size_300_45,300,45,Dataset2,LSTM,45,1.2837,13.52,14.12,8.68,0.020150352084516536,0.0005502928993569278,23.797725570899026
6,Size_300_45,300,45,Dataset2,GRU,45,1.2821,23.16,14.95,8.56,0.019911675928200052,0.0005868445909314359,23.01678435523504
6,Size_300_45,300,45,Dataset2,RNN,45,0.6713,10.88,9.97,7.55,0.01982872351720268,0.0006566380259976628,22.42969448248577
6,Size_300_45,300,45,Dataset2,CNN,45,0.4624,1.81,9.9,7.29,0.015455579147012108,0.0005095943564654237,16.714082374979373
6,Size_300_45,300,45,Dataset2,Transformer,45,1.281,19.31,13.23,9.22,0.03598546948116792,0.0018250141783084817,41.50026841332847
6,Size_300_45,300,45,Dataset3,LSTM,45,1.4816,20.82,14.96,9.13,0.1025632744182096,0.012919117475474593,23.722577241529205
6,Size_300_45,300,45,Dataset3,GRU,45,1.3983,32.39,522.21,46.34,0.08561798935600404,0.009161652141425572,19.078299961125992
6,Size_300_45,300,45,Dataset3,RNN,45,0.7206,2.65,14.92,8.56,0.11397596277482694,0.018323144103382816,25.91618595930386
6,Size_300_45,300,45,Dataset3,CNN,45,0.6045,7.62,10.68,7.7,0.09363505210255758,0.010818771533966393,21.567674836405114
6,Size_300_45,300,45,Dataset3,Transformer,45,1.2962,15.27,13.26,9.25,0.4283376863838138,0.19058137285663218,89.36621358915906
6,Size_600_90,600,90,TimeTrack,LSTM,600,1.6003,29.56,19.92,10.71,0.007401599182336696,0.00025342239441053304,3.5735548649259736
6,Size_600_90,600,90,TimeTrack,GRU,600,1.8085,27.75,17.45,11.36,0.007826931709498247,0.0002525663566328651,3.8478967904537074
6,Size_600_90,600,90,TimeTrack,RNN,600,1.5225,10.09,19.11,13.85,0.006918527909009324,0.0002266356443629148,3.394314902898172
6,Size_600_90,600,90,TimeTrack,CNN,600,1.052,4.43,14.94,10.63,0.007790415482300993,0.00023960716183865947,3.8337531315231606
6,Size_600_90,600,90,TimeTrack,Transformer,600,2.2315,25.16,23.99,15.1,0.007953716180135465,0.0002948487143321261,3.824573125558175
6,Size_600_90,600,90,Dataset2,LSTM,90,1.2071,27.92,405.56,42.23,0.012602771817812237,0.0005315568553381069,12.843439675989437
6,Size_600_90,600,90,Dataset2,GRU,90,1.3416,36.93,14.11,9.32,0.01136997913604524,0.0004340798334736971,12.074622467153613
6,Size_600_90,600,90,Dataset2,RNN,90,1.0276,16.63,14.95,10.15,0.012008518646679203,0.0002621455683671505,15.188568999259436
